,label,text,target
1429,ham,"Subject: re : meter # : 1266 ; august 2000 / allocation exception
why are these volumes flowing ?
from : robert e lloyd 08 / 21 / 2000 01 : 36 pm
to : lee l papayoti / hou / ect @ ect
cc : sherlyn schumack / hou / ect @ ect , anita luong / hou / ect @ ect , daren j
farmer / hou / ect @ ect , gary a hanks / hou / ect @ ect , pat clynes / corp / enron @ enron
subject : re : meter # : 1266 ; august 2000 / allocation exception
should i roll this deal to cover august 2000 activity ?
volumes todate are as follows : 82 mm 8 / 16
85 mm 8 / 17
65 mm 8 / 18
57 mm 8 / 19
60 mm 8 / 20
sitara ticket # : 363514
these small meter flows are causing allocation exceptions for august .
- - - - - - - - - - - - - - - - - - - - - - forwarded by robert e lloyd / hou / ect on 08 / 21 / 2000
01 : 27 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : robert e lloyd 08 / 11 / 2000 03 : 17 pm
to : howard b camp / hou / ect @ ect , rita wynne / hou / ect @ ect
cc : pat clynes / corp / enron @ enron , daren j farmer / hou / ect @ ect
subject : re : meter # : 1266 ; july 2000 activity / allocation exception
fyi
- - - - - - - - - - - - - - - - - - - - - - forwarded by robert e lloyd / hou / ect on 08 / 11 / 2000
03 : 16 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : robert e lloyd on 08 / 11 / 2000 03 : 16 pm
to : lee l papayoti / hou / ect @ ect
cc :
subject : re : meter # : 1266 ; july 2000 activity / allocation exception
the volumes are as follows : july lst 414 mmbtu
july 31 12 mmbtu
total : 426 mmbtu ' s
also , the sitara deal # is : 363514
from : lee l papayoti on 08 / 11 / 2000 02 : 02 pm
to : robert e lloyd / hou / ect @ ect
cc : howard b camp / hou / ect @ ect , pat clynes / corp / enron @ enron
subject : re : meter # : 1266 ; july 2000 activity / allocation exception
please set up a ticket priced at gas daily houston ship channel midpoint
minus $ 0 . 03
also , can you let me know the exact volumes in question on july 1 and july
31 ? dorcheus wants to know . me too .
thanks
lee
to : lee l papayoti / hou / ect @ ect
cc : howard b camp / hou / ect @ ect , pat clynes / corp / enron @ enron
subject : re : meter # : 1266 ; july 2000 activity / allocation exception
just a reminder that "" allocation close "" is monday , august 14 th .
a sitara ticket is needed to set up an acctg . arrangement which will
eliminate the allocation exception for meter # 981266
{ victoria station # 2 / brandywine } .
from : lee l papayoti on 08 / 09 / 2000 03 : 33 pm
to : robert e lloyd / hou / ect @ ect
cc :
subject : re : meter # : 1266 ; july 2000 activity / allocation exception
i ' ll get you a price tomorrow when i meet with him . . .
from : robert e lloyd 08 / 09 / 2000 12 : 50 pm
to : lee l papayoti / hou / ect @ ect
cc : daren j farmer / hou / ect @ ect , pat clynes / corp / enron @ enron , rita
wynne / hou / ect @ ect , howard b camp / hou / ect @ ect
subject : meter # : 1266 ; july 2000 activity / allocation exception
i spoke with bob dorcheus , brandywine about this issue and he suggest you
and he get together and agree on a
price because the gas flowed into the plant .
this gas flowed without a nomination .
- - - - - - - - - - - - - - - - - - - - - - forwarded by robert e lloyd / hou / ect on 08 / 09 / 2000
12 : 47 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp .
from : gary a hanks 08 / 09 / 2000 11 : 27 am
to : robert e lloyd / hou / ect @ ect
cc : earl tisdale / hou / ect @ ect , pat clynes / corp / enron @ enron , rita
wynne / hou / ect @ ect , howard b camp / hou / ect @ ect
subject : meter # : 1266 ; july 2000 activity / allocation exception
the volumes on meter # 1266 for 7 / 1 / 00 and 7 / 31 / 00 are valid gas flow . 7 / 1 / 00
volumes are carry over from june activity ( meter was shut in a little after
9 : 00 am on 7 / 1 / 00 ) . 7 / 31 / 00 volumes were caused by the plant bringing on
the meter before 9 : 00 am on 8 / 1 / 00 .
if you have any questions please call . 36449 .
thanks
gary h
- - - - - - - - - - - - - - - - - - - - - - forwarded by gary a hanks / hou / ect on 08 / 09 / 2000 11 : 18
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : robert e lloyd 08 / 09 / 2000 11 : 17 am
to : gary a hanks / hou / ect @ ect , earl tisdale / hou / ect @ ect
cc : pat clynes / corp / enron @ enron , rita wynne / hou / ect @ ect , howard b
camp / hou / ect @ ect
subject : meter # : 1266 ; july 2000 activity / allocation exception
please verify the volume on meter # : 1266 for july lst & 31 st are valid gas
flow .
brandywine did not nominate any activity at this meter for july 2000 .",yes
1998,ham,"Subject: meter 986899 for november
daren ,
i have flow at this meter for the first , 118 dth . there is an expired
purchase from highland at the meter , but , this deal ended august 31 st . hpl
had a deal with highland in october to purchase these volumes ( deal ticket
418382 ) . i think that the deal needs to be extended , it looks like the valve
was not completely shut by 9 am . pat has asked that this issue be resolved
today , so , your assistance would be greatly appreciated .
mary",yes
3103,ham,"Subject: oasis transport imbalances
current mth : 201 k ( 7 . 580 ) due oasis 202 k 1 . 176 due hpl
cumulative : 201 k ( 22 . 526 ) due oasis 202 k 730 due hpl",yes
4592,spam,"Subject: 
",no
2552,ham,"Subject: re : basin production from ga 213
bob ,
as mentioned earlier , houston exploration is also delivering gas to us at
this meter . the following production is now on - line and a ticket should be
created and entered into sitara based on the following :
counterparty meter volumes price period
houston exploration 9696 8000 mmbtu / d 100 % gd less $ 0 . 16 2 / 1 - 2 / 28
fyi , i will create and submit a committed reserves firm ticket if and when
the gas buyer terms the deal up . additionally , this is a producer svcs . deal
and should be tracked in the im wellhead portfolio . . . attached to the
gathering contract .
thanks ,
vlt
x 3 - 6353
- - - - - - - - - - - - - - - - - - - - - - forwarded by vance l taylor / hou / ect on 02 / 09 / 2001
02 : 46 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp .
from : robert cotten 01 / 26 / 2001 08 : 47 am
to : daren j farmer / hou / ect @ ect
cc : vance l taylor / hou / ect @ ect
subject : re : basin production from ga 213
daren / vance ,
deal # 586954 has been created and entered in sitara :
date meter # volume price
2 / 1 / 01 - 2 / 28 / 01 9696 5 , 000 100 % gas daily less $ 0 . 16
bob
daren j farmer
01 / 26 / 2001 08 : 25 am
to : robert cotten / hou / ect @ ect
cc :
subject : re : basin production from ga 213
- - - - - - - - - - - - - - - - - - - - - - forwarded by daren j farmer / hou / ect on 01 / 26 / 2001
08 : 24 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
vance l taylor
01 / 25 / 2001 01 : 58 pm
to : daren j farmer / hou / ect @ ect
cc : john peyton / hou / ect @ ect
subject : re : basin production from ga 213
daren ,
i ' ve just received word from basin to bring production on sometime today or
tomorrow ( they expect to get up to b / t 10 , 000 - 15 , 000 d ) ; if our facility
planning engineer determines that we can take the gas , then it will flow for
all of february and be priced at 100 % gas daily less $ 0 . 16 .
vlt
daren j farmer
01 / 25 / 2001 01 : 47 pm
to : vance l taylor / hou / ect @ ect
cc :
subject : re : basin production from ga 213
i need for you , or the producer services group , to determine if you think the
gas will flow for the month and at what price . i will use your decision for
our bidweek postion .
d
vance l taylor
01 / 25 / 2001 11 : 53 am
to : daren j farmer / hou / ect @ ect , robert cotten / hou / ect @ ect
cc : susan smith / hou / ect @ ect , melissa graves / hou / ect @ ect
subject : basin production from ga 213
fyi ,
how would you want to handle for february nomination ?
vlt
x 3 - 6353
- - - - - - - - - - - - - - - - - - - - - - forwarded by vance l taylor / hou / ect on 01 / 25 / 2001
11 : 55 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp .
from : brad blevins 01 / 25 / 2001 10 : 56 am
to : john peyton / hou / ect @ ect
cc : nick cocavessis / corp / enron @ enron , steve - hpl - schneider / hou / ect @ ect , pat
flavin / gco / enron @ enron , vance l taylor / hou / ect @ ect , buck
thomas / gco / enron @ enron
subject : basin production from ga 213
i have reviewed the gas composition analysis from spl of the basin production
from ga 213 . while spl ' s analysis does show a dewpoint of around 20 degrees
f at 400 psig , it is both my and john handley ' s opinion that the gas from the
wellbore had stratified by the time that this sample was taken . we expect
the dewpoint of the flowing gas to be higher . however , this was the best
sample that could be obtained at the time . we have conferred with steve
schneider and we are willing to take this gas on a conditional basis over the
next couple of days . once the 6 "" line has been pigged , the production flows
stablilized and mitchell ' s conditioning equipment lined out over the next
couple of days , hms will need to take another sample at the meter run and
have spl run an extended analysis with a dewpoint curve on an expedited
basis . should this sample indicate a dewpoint over 45 degrees f , then this
production will be shut in again until hydrocarbon dewpoint conditioning
equipment has been installed . in the meantime , hms needs to keep a close
watch on all southern union city gates on galveston island to monitor for
liquids fallout .",yes
3030,ham,"Subject: please process immediately to avoid loss of information
read very carefully
your migration date is : today ! !
please make sure you are connected to the network before you launch this
application .
click the button only once !
if a pop - up box appears , prompting you to "" abort , cancel or trust signer ""
please select trust signer . this box may appear multiple times . please
select trust signer for every instance .
please note : you will not notice any change to your existing personal
address book , journal entries , private folder structure or calendar after
running this application . any information you add to your personal address
book , journal entries or calendar after you process this tool will need to be
manually imported into outlook after you are migrated .
failure to run this application will result in your data not being imported
to outlook .
thank you for your cooperation ,
outlook 2000 migration team",yes
4837,spam,"Subject: time is right to invest in the euro - 657549
9124 m 874
london - - ( ap worldstream via comtex ) - - the u . s . dollar has fallen to an all - time low against the euro . the euro hit a new high of us $ 1 . 3646 , exceeding the record us $ 1 . 3643 set in european trading . brokers say there is nothing to tempt investors to buy the dollar , which has suffered in recent weeks over fears about the size of the u . s . fiscal and budget deficits . now is the time for you to take advantage of the opportunities the euro has to offer . from the desk of estelle rivas .
get your report on today ' s world currency markets - http : / / marcusobjeto . com
no more - foradditionaluses . com
2171 vu 27
",no
3837,spam,"Subject: re : aekdju , the cat raised
our us licensed doctors will
prescribes your medication for free
medications shipped overnight to your door .
phentermine , adipex soma , fioriicet , ulltram ,
, viagra , and many , many others .
meds for : weight loss , pain relief , musclepain relief , women ' s health , men ' s
health , impotence , allergy relief , heartburn relief , migraine relief more
upon approval
show
me more
artemisia upheld congolese aristotle doomsday simply buckshot peppy gedanken baudelaire chaste prime togo cotta beirut taxiway
",no
255,ham,"Subject: notes from initial enom use case meeting - 2 / 2 / 00
attached are the notes captured from the whiteboard and discussions on
wednesday ( as best as i can decipher ) . please note the next steps we
discussed :
commitment of key subject experts ( who , how much time dedicated )
establishment of the project steering team
detail out high level use cases
thanks for your participation in the meeting , and i look forward to working
with you to create another great system .
- hal
x 66277",yes
674,ham,"Subject: memo and presentation from brian redmond
fyi . i can ' t tell if all of you were included in this distribution or not .
this was discussed in brian ' s staff meeting today .
- - - - - - - - - - - - - - - - - - - - - - forwarded by brenda f herod / hou / ect on 04 / 17 / 2000
04 : 33 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
katherine benedict
04 / 17 / 2000 03 : 12 pm
to : phil lowry / ots / enron @ enron , jeffrey a shankman / hou / ect @ ect , raymond
bowen / hou / ect @ ect , timothy j detmering / hou / ect @ ect , jeff donahue / hou / ect @ ect ,
jim fallon / hou / ect @ ect , max yzaguirre / na / enron @ enron , john j
lavorato / corp / enron @ enron , scott josey / corp / enron @ enron , c john
thompson / corp / enron @ enron , cliff baxter / hou / ect @ ect , susan
skarness / hou / ect @ ect , janet r dietrich / hou / ect @ ect , james i
ducote / hou / ect @ ect , james a ajello / hou / ect @ ect , rodney malcolm / hou / ect @ ect ,
edward ondarza / hou / ect @ ect , sally beck / hou / ect @ ect , christopher f
calger / pdx / ect @ ect , david oxley / hou / ect @ ect , david w delainey / hou / ect @ ect ,
john allario / hou / ect @ ect , patricia anderson / hou / ect @ ect , jeffrey a
austin / hou / ect @ ect , harold bertram / hou / ect @ ect , michael c
bilberry / hou / ect @ ect , ted c bland / hou / ect @ ect , brad blevins / hou / ect @ ect , greg
brazaitis / hou / ect @ ect , gary bryan / hou / ect @ ect , candace l
bywaters / hou / ect @ ect , molly l carriere / hou / ect @ ect , lillian
carroll / hou / ect @ ect , carol carter / hou / ect @ ect , ginger causey / hou / ect @ ect , jim
coffey / hou / ect @ ect , robert cook / hou / ect @ ect , mark courtney / hou / ect @ ect ,
robert crockett / hou / ect @ ect , katherine crosswhite / hou / ect @ ect , christopher
daniel / hou / ect @ ect , luis davila / hou / ect @ ect , anita eisenbrandt / hou / ect @ ect ,
robert eickenroht / corp / enron @ enron , william c falbaum / hou / ect @ ect , sarah
brown / hou / ect @ ect , melissa graves / hou / ect @ ect , karen gruesen / hou / ect @ ect ,
james r haden / hou / ect @ ect , nancy hall / hou / ect @ ect , john handley / hou / ect @ ect ,
ned higgins / hou / ect @ ect , nathan l hlavaty / hou / ect @ ect , mary jo
johnson / hou / ect @ ect , kenneth w kaase / hou / ect @ ect , karry kendall / hou / ect @ ect ,
mark knippa / hou / ect @ ect , gary w lamphier / hou / ect @ ect , leticia
leal / hou / ect @ ect , catherine lewis / hou / ect @ ect , tom liewer / hou / ect @ ect , wayne
e lightfoot / hou / ect @ ect , gerald lofton / hou / ect @ ect , randal
maffett / hou / ect @ ect , theresa mckinney / hou / ect @ ect , cheryl lantz
marshall / hou / ect @ ect , jennifer martinez / hou / ect @ ect , mirna mejia / hou / ect @ ect ,
yvette miroballi / hou / ect @ ect , scott a monson / hou / ect @ ect , robert d
morgan / hou / ect @ ect , jackie nelson / hou / ect @ ect , lee l papayoti / hou / ect @ ect ,
ken parker / hou / ect @ ect , adriana peterson / hou / ect @ ect , meredith
powers / hou / ect @ ect , audrey pullen / hou / ect @ ect , brian redmond / hou / ect @ ect ,
donald p reinhardt / hou / ect @ ect , brian m riley / hou / ect @ ect , justin
rostant / hou / ect @ ect , beth a ryan / hou / ect @ ect , barbara sargent / hou / ect @ ect ,
john scarborough / hou / ect @ ect , steve hpl schneider / hou / ect @ ect , gregory l
sharp / hou / ect @ ect , tom shelton / hou / ect @ ect , sarah shimeall / hou / ect @ ect , jack
simunek / hou / ect @ ect , susan smith / hou / ect @ ect , chris sonneborn / hou / ect @ ect ,
dan staines / hou / ect @ ect , katie stowers / hou / ect @ ect , vance l
taylor / hou / ect @ ect , ron tapscott / hou / ect @ ect , davis thames / hou / ect @ ect ,
cynthia tovar / hou / ect @ ect , patrick wade / hou / ect @ ect , ruby
wagoner / hou / ect @ ect , steve walton / hou / ect @ ect , rhonda washington / hou / ect @ ect ,
george weissman / hou / ect @ ect , doyle e white / hou / ect @ ect , johnnie
williams / hou / ect @ ect , garry d wilson / hou / ect @ ect , jeffrey l
wilson / hou / ect @ ect , jill t zivley / hou / ect @ ect , gary a hanks / hou / ect @ ect , lee
pinkston / hou / ect @ ect , michael c winders / hou / ect @ ect , sean j
smith / hou / ect @ ect , katherine benedict / hou / ect @ ect , sean j smith / hou / ect @ ect ,
earl tisdale / hou / ect @ ect , sam garner / hou / ect @ ect , james mckay / hou / ect @ ect ,
esther buckley / hou / ect @ ect , xochitl - alexis velasco / hou / ect @ ect , jim
schwieger / hou / ect @ ect , mary l hamilton / hou / ect @ ect , edward d
gottlob / hou / ect @ ect , kenny j soignet / hou / ect @ ect , lauri a allen / hou / ect @ ect ,
michael w morris / hou / ect @ ect , thomas a martin / hou / ect @ ect , jennifer
sabine / hou / ect @ ect , lee l papayoti / hou / ect @ ect , greg mcclendon / hou / ect @ ect ,
elsa villarreal / hou / ect @ ect , lauri a allen / hou / ect @ ect , don
baldridge / corp / enron @ enron , silver breaux / hou / ect @ ect , esther
buckley / hou / ect @ ect , dan j bump / den / ect @ enron , james i ducote / hou / ect @ ect ,
melanie facundo / hou / ect @ ect , daren j farmer / hou / ect @ ect , amy
felling / den / ect @ enron , sam garner / hou / ect @ ect , jeff gilliam / corp / enron @ enron ,
george grant / hou / ect @ ect , charlotte hawkins / hou / ect @ ect , lisa
hesse / hou / ect @ ect , james hoff / den / ect @ enron , joshua m langford / hou / ect @ ect ,
aimee lannou / hou / ect @ ect , michael j legler / hou / ect @ enron , paul t
lucci / den / ect @ enron , robert e lloyd / hou / ect @ ect , mandy mackinnon / hou / ect @ ect ,
thomas a martin / hou / ect @ ect , greg mcclendon / hou / ect @ ect , jennifer
meador / hou / ect @ ect , michael w morris / hou / ect @ ect , stacey
neuweiler / hou / ect @ ect , w tom byargeon / hou / ect @ ect , lee pinkston / hou / ect @ ect ,
carlos j rodriguez / hou / ect @ ect , william rome / hou / ect @ ect , kenneth
seaman / hou / ect @ ect , scott sitter / den / ect @ enron , mary m smith / hou / ect @ ect ,
theresa staab / corp / enron @ enron , earl tisdale / hou / ect @ ect , mark van
scoyk / corp / enron @ enron , charles barker varnell / den / ect @ enron , kimberly
vaughn / hou / ect @ ect , emma kam welsch / hou / ect @ ect , jessica a
wentworth / den / ect @ enron , james whitehead / corp / enron @ enron , mark
whitt / den / ect @ enron , jackie young / hou / ect @ ect , anthony austin / hou / ect @ ect ,
cassandra pollack / corp / enron @ enron , kevin kuehler / corp / enron @ enron , eugene
peabody / gco / enron @ enron , bob camp / gco / enron @ enron , rodney
rogers / gco / enron @ enron , tom fry / gco / enron @ enron , dick danes / gco / enron @ enron ,
joe zernicek / gco / enron @ enron , calvin dodd / gco / enron @ enron , bac thi
ly / gco / enron @ enron , robert geheb / gco / enron @ enron , valerie
urbanek / corp / enron @ enron , j r fosdick / gco / enron @ enron , vicente
sarmiento / gco / enron @ enron , reid hansen / gco / enron @ enron , gayle
pritchard / gco / enron @ enron , dan pribble / ots / enron @ enron , perry
roberts / gco / enron @ enron , morris brassfield / ots / enron @ enron , john
towles / ots / enron @ enron , debbie boudar / ots / enron @ enron , david
sinclair / ots / enron @ enron , johnny mcgee / ots / enron @ enron , roger
westbrook / ots / enron @ enron , hope acosta / ots / enron @ enron , ken
parker / hou / ect @ ect , stephen perry / ots / enron @ enron , nick
cocavessis / corp / enron @ enron , steve venturatos / hou / ect @ ect , glenn
gregory / gco / enron @ enron , ty porche / gco / enron @ enron , don
thomas / gco / enron @ enron , ronald surber / gco / enron @ enron , jacob
krautsch / gco / enron @ enron , gerry boyd / gco / enron @ enron , maurice
rayburn / gco / enron @ enron , jesse logan / gco / enron @ enron , alan
locke / gco / enron @ enron , alan van blarcum / gco / enron @ enron , brenda f
herod / hou / ect @ ect , pat clynes / corp / enron @ enron , troy denetsosie / hou / ect @ ect ,
ryan hinze / corp / enron @ enron , peter bennett / corp / enron @ enron , ron
green / corp / enron @ enron , karl e atkins / ots / enron @ enron , robert
rose / ots / enron @ enron , roger spiller / ots / enron @ enron , kelley
myers / gco / enron @ enron , kenny cooper / gco / enron @ enron , john
miska / gco / enron @ enron , barbara lewis / hou / ect @ ect , monica
jackson / corp / enron @ enron , michelle zhang / hou / ect @ ect , paul
bieniawski / corp / enron @ enron , melinda gallishaw / ots / enron @ enron , lori
hope / hou / ect @ ect , jana mills / hou / ect @ ect , john peyton / hou / ect @ ect , keith
macivor / corp / enron @ enron , justin rostant / hou / ect @ ect , rhonda
washington / hou / ect @ ect , alexia o pearce / hou / ect @ ect , jin guo / hou / ect @ ect
cc :
subject : memo and presentation from brian redmond
please see the attached :",yes
